gene_name,TCGA-35-5375-01A,TCGA-55-A4DF-01A,TCGA-95-8039-01A,TCGA-MP-A4T4-01A,TCGA-62-A471-01A,TCGA-L9-A5IP-01A,TCGA-50-5936-01A,TCGA-49-AARR-01A,TCGA-78-8662-01A,TCGA-05-4430-01A,TCGA-44-7659-01A,TCGA-44-6146-01A,TCGA-L9-A50W-01A,TCGA-75-7025-01A,TCGA-05-4424-01A,TCGA-62-A46P-01A,TCGA-38-4627-01A,TCGA-86-8073-01A,TCGA-69-7765-01A,TCGA-44-5645-01B,TCGA-55-6984-01A,TCGA-69-7764-01A,TCGA-NJ-A4YI-01A,TCGA-86-A4P7-01A,TCGA-55-8620-01A,TCGA-97-8177-01A,TCGA-50-6595-01A,TCGA-55-A492-01A,TCGA-78-7633-01A,TCGA-97-A4LX-01A,TCGA-78-7220-01A,TCGA-53-7624-01A,TCGA-49-AARN-01A,TCGA-62-A46R-01A,TCGA-78-7156-01A,TCGA-50-8457-01A,TCGA-91-8496-01A,TCGA-55-8092-01A,TCGA-75-5122-01A,TCGA-NJ-A4YQ-01A,TCGA-50-5072-01A,TCGA-91-6831-01A,TCGA-91-A4BD-01A,TCGA-69-8255-01A,TCGA-69-8253-01A,TCGA-86-A4D0-01A,TCGA-78-8640-01A,TCGA-97-8174-01A,TCGA-55-6987-01A,TCGA-49-6744-01A,TCGA-55-8096-01A,TCGA-J2-8192-01A,TCGA-44-7671-01A,TCGA-44-2662-01B,TCGA-93-A4JN-01A,TCGA-49-AAR9-01A,TCGA-86-A4P8-01A,TCGA-44-5645-01A,TCGA-78-7158-01A,TCGA-80-5611-01A,TCGA-44-4112-01A,TCGA-71-6725-01A,TCGA-44-2656-01A,TCGA-05-5715-01A,TCGA-64-5815-01A,TCGA-55-7816-01A,TCGA-95-7948-01A,TCGA-05-4432-01A,TCGA-99-8033-01A,TCGA-78-7143-01A,TCGA-73-4668-01A,TCGA-44-5644-01A,TCGA-38-4625-01A,TCGA-91-8499-01A,TCGA-86-6851-01A,TCGA-44-6779-01A,TCGA-78-7537-01A,TCGA-05-4434-01A,TCGA-67-3773-01A,TCGA-55-6983-01A,TCGA-05-5425-01A,TCGA-97-A4M2-01A,TCGA-50-5941-01A,TCGA-78-7539-01A,TCGA-67-3771-01A,TCGA-55-8299-01A,TCGA-05-5429-01A,TCGA-93-A4JO-01A,TCGA-44-A47A-01A,TCGA-44-2662-01A,TCGA-86-A4JF-01A,TCGA-05-4402-01A,TCGA-97-8179-01A,TCGA-55-7914-01A,TCGA-49-4490-01A,TCGA-55-8090-01A,TCGA-MP-A4TC-01A,TCGA-64-1681-01A,TCGA-99-AA5R-01A,TCGA-49-4486-01A,TCGA-91-6847-01A,TCGA-05-4249-01A,TCGA-91-A4BC-01A,TCGA-55-7570-01A,TCGA-50-5049-01A,TCGA-86-8672-01A,TCGA-55-7727-01A,TCGA-86-8674-01A,TCGA-53-A4EZ-01A,TCGA-69-7761-01A,TCGA-50-5942-01A,TCGA-69-A59K-01A,TCGA-05-4245-01A,TCGA-44-2666-01A,TCGA-50-5944-01A,TCGA-50-6592-01A,TCGA-62-8395-01A,TCGA-05-4410-01A,TCGA-55-6975-01A,TCGA-73-4662-01A
SDK1,3.4443,49.3318,13.993,2.7792,0.5651,0.3166,4.2148,18.6319,4.872,4.0436,14.1944,0.6703,33.759,14.228,13.6802,29.1977,4.9924,30.4832,8.154,20.6135,2.4427,12.0788,1.337,3.7828,23.3379,5.2605,3.6629,2.3279,14.9784,10.4461,2.5071,15.9675,5.8802,0.8991,6.7372,12.0271,0.7812,5.0062,0.2235,2.8867,9.4186,107.8464,2.208,0.5722,4.2461,7.5093,2.9068,40.7867,13.1458,12.4167,7.242,21.9971,8.7589,7.7422,16.9413,0.5385,5.1737,18.6877,12.3806,4.2736,7.2121,1.5175,1.4786,1.6694,8.1991,1.5069,2.7667,94.7954,14.8014,29.3919,13.6079,8.3692,1.321,4.6378,15.524,6.9497,7.6908,3.4226,1.3473,29.2842,3.3992,11.0276,9.6801,16.4161,45.7872,9.1779,1.2968,4.9781,10.4913,4.4912,0.9269,17.9403,15.6131,2.5828,5.7356,5.7967,8.7403,17.0384,5.4484,7.8015,21.3582,2.7483,12.1738,12.0456,7.0852,5.6717,5.1679,43.1691,19.8865,1.0229,6.7746,1.6878,8.925,2.4651,11.9337,7.143,40.7463,3.5775,2.3359,9.2768
SEMA5A,0.7707,1.3419,5.2431,2.1496,0.6662,1.5167,9.6462,9.1797,7.4855,9.4789,8.4286,6.254,1.36,7.1752,8.8087,1.2464,23.4175,26.4824,19.642,14.5323,1.5289,15.5955,25.0055,9.9976,1.269,1.363,9.2632,1.0626,10.2466,4.8005,4.9006,1.7121,2.2955,2.6137,6.5463,3.7786,1.6807,1.03,2.1145,1.6429,3.796,5.4346,2.8284,0.7918,2.7099,0.9192,1.278,14.9094,2.0529,5.5136,11.0579,20.5361,5.5125,9.9559,4.4741,1.5627,25.8455,5.5959,10.6964,0.944,5.3308,2.0653,4.5882,3.6692,8.0051,52.9348,3.0223,2.2039,1.3634,3.6639,7.0334,4.1757,1.5102,4.7431,1.0256,2.6458,5.3457,2.3023,1.977,7.1775,1.4872,6.5419,3.4587,1.227,1.9951,5.6283,2.5133,8.6236,2.6176,2.2856,1.5538,2.1557,7.7376,5.8987,3.5453,4.2914,37.4517,3.712,16.7305,0.7566,5.2853,3.6894,2.0144,0.9279,4.5634,1.4804,57.1828,0.9693,0.8808,3.6774,6.5139,1.1255,2.0806,12.4816,10.6959,2.3156,13.5563,1.3557,9.6364,5.2183
SEMA6D,0.475,1.0906,1.3712,0.6836,0.3898,0.5638,1.1481,3.1093,1.172,2.2067,0.4528,2.1055,0.3834,2.9225,4.6712,1.0048,2.6902,5.9872,4.4621,13.1579,0.7178,1.0788,0.9018,3.996,0.4887,1.2601,1.0136,2.0507,3.378,1.4993,1.0051,32.0237,0.8614,0.687,2.3714,1.1643,1.6746,0.356,0.3315,0.7336,0.7664,1.6947,0.5208,0.1603,0.755,1.0662,0.5838,7.1967,1.0351,2.9492,1.67,3.6851,1.4332,3.0296,3.6021,0.2582,16.1206,2.9534,0.5433,0.1271,1.947,0.8158,1.6467,1.4213,2.4021,46.1154,126.3827,0.9721,0.456,1.388,0.5529,0.639,0.4068,1.2291,0.7005,0.6771,0.936,1.3599,0.7751,1.7921,0.6029,4.2167,1.7227,0.4385,0.5632,2.1628,0.857,2.1192,0.336,0.8445,0.5099,1.1899,1.6771,3.0983,0.8784,1.4873,1.2197,0.9238,6.1168,0.3145,1.9949,1.116,0.8604,0.5135,0.6948,0.4061,2.1309,1.0198,0.1517,0.7946,4.7244,0.4011,1.0867,7.488,4.4586,0.6655,21.4686,0.5491,2.8671,0.6795
SETBP1,0.379,8.7454,2.0644,1.5336,0.5914,0.6743,3.0743,5.5574,0.6297,2.2365,2.089,1.1457,1.0111,5.0878,7.6575,1.8436,4.3001,4.2755,2.9119,16.824,1.9582,10.1107,1.7572,3.3447,4.4038,2.3421,3.5264,1.7863,7.8029,2.7782,3.0475,0.9813,1.9154,1.0469,8.4608,4.6411,1.058,1.468,0.9967,1.4236,2.0295,4.8795,0.5097,0.7895,5.553,7.0723,0.5986,10.3424,1.7814,3.9924,2.6106,4.7917,8.2186,9.1744,2.5504,1.767,6.0345,3.3289,1.2286,0.1991,2.3262,0.6327,3.0818,1.5988,2.6762,4.5792,3.1656,5.1455,1.2528,1.5664,0.9151,4.7635,0.9768,10.9848,1.9383,1.3602,5.8936,2.0102,1.2205,9.0862,1.0187,3.4006,2.5622,1.5987,1.6346,3.7044,0.7638,2.2123,0.8111,1.3023,0.8051,1.8521,5.5576,1.4597,2.5038,2.7564,0.8464,2.2426,4.6834,1.6362,10.2684,2.3723,2.1221,0.9107,1.6555,0.7451,2.2082,3.8495,3.9383,3.0292,8.2339,1.4716,3.18,2.1619,9.5495,1.6953,11.9292,2.0429,4.6032,2.5649
SI,0.0,0.025,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0185,0.0,0.0,0.0154,0.0,0.2453,0.0,0.0,0.0132,0.0,0.0,0.0,0.0,0.3815,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,0.0,0.0108,0.0347,0.0,0.0,0.0247,0.0,0.1007,0.0,0.0,0.0,0.0,0.0192,0.0,0.0,1.402,0.0,0.0133,0.0,0.0,0.0,0.0802,0.0,0.0,0.0,0.2299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1066,0.0,0.0,0.0,0.0174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0117,0.0,0.0,0.0,0.0056,0.0,0.0,0.0762,0.007,0.0,0.0,0.0,0.0,0.0,0.0277,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1088,0.0,0.0158,0.0346,0.0,0.0,0.0,0.006
SIPA1L2,4.193,21.3333,21.5921,5.9927,9.2408,68.8849,15.0727,15.3189,2.5473,9.003,17.1604,18.4985,45.0101,45.2113,53.6714,17.5413,21.883,19.329,25.6176,30.1605,10.1241,6.7279,6.6213,48.2278,14.0218,17.2443,10.3143,2.0716,19.1698,8.2182,11.7927,12.9628,53.6269,37.0284,6.5768,30.5062,6.2955,2.8086,8.2785,3.9199,22.5252,45.8066,3.806,18.3758,17.2565,11.6959,23.1129,41.2135,11.6246,28.2345,24.1444,35.0334,12.7046,63.6442,49.0494,26.0262,22.5345,20.2929,14.5699,33.0455,10.448,27.2161,9.7952,21.2327,11.657,29.4191,13.5918,30.2881,10.6131,27.86,3.8057,22.811,3.2894,3.7512,12.2625,9.0455,9.6795,12.2228,2.9869,25.721,4.0367,13.1124,24.4136,13.4836,35.3188,25.3669,25.4332,22.2389,114.7974,19.2994,58.9969,14.4825,7.7716,42.0264,23.7333,8.1676,6.3083,9.1885,14.2268,1.4144,37.4208,101.4341,11.0998,5.358,13.5338,4.0945,42.8476,7.1243,3.2563,16.5283,14.2719,4.6631,5.3506,7.1594,21.9568,15.6518,13.4041,3.7953,16.2065,4.0676
SLC39A12,0.0412,0.2189,0.0663,0.0423,0.0252,0.0219,0.0465,0.0,0.0,0.0,0.0808,0.0,0.0,0.0336,0.0633,0.067,0.0575,0.0737,0.0579,0.3033,0.0,0.0,0.0805,0.143,0.0618,0.0158,0.0,0.1059,0.0,0.2815,0.0943,0.089,0.0396,0.0245,0.0,0.0194,0.0322,0.0386,0.1829,0.0,0.2782,0.1036,0.0,0.0324,0.0271,0.044,0.0857,0.0603,0.0508,0.074,0.0419,0.1713,0.0,1.4519,0.046,0.0,0.6438,0.0901,0.0246,0.0,0.1262,0.0,0.059,0.0,0.1243,0.0892,0.0,0.2128,0.0651,0.0283,0.012,0.0,0.0,0.0777,0.0243,0.0979,0.0305,0.076,0.0784,0.0,0.0572,0.3846,0.0329,0.018,0.0986,0.0467,0.0383,0.0513,0.0637,0.0587,0.0,0.0243,0.0,0.0256,0.0,0.0461,0.054,0.0553,0.0932,0.0,0.0,0.1008,0.1451,0.0,0.0426,0.0,0.0,0.0,0.0177,0.0478,0.0319,0.0214,0.0517,0.0,0.0,0.0757,0.119,0.0,0.0,0.0
SLC8A1,0.6807,3.1537,2.349,1.8334,0.2805,0.8038,1.345,1.979,0.3005,2.1806,0.8439,1.8698,0.9309,2.1584,3.5268,0.2705,3.9087,2.3868,1.8571,14.9713,0.2706,1.2539,4.6247,1.6696,1.2389,1.9698,3.2045,0.2983,1.278,3.9001,0.6365,2.2834,0.9133,1.0904,2.3821,2.0941,1.8584,1.1912,7.3924,1.0134,1.1174,1.8219,0.798,0.8351,1.2523,0.8065,0.7322,2.8347,2.3352,2.3438,2.0069,6.082,1.1565,23.5471,1.1941,2.5875,4.5588,8.8627,0.8291,3.0903,2.5592,0.657,12.7013,2.9291,2.9185,10.4141,0.4107,2.4038,1.702,2.0824,0.5681,1.5449,1.3338,1.1548,2.6393,3.5037,0.5048,2.7782,1.3109,1.8784,1.8531,2.7588,3.3403,3.7256,2.0423,2.9056,0.7006,2.8131,2.5311,4.7645,1.5323,2.3023,1.4685,0.8238,1.1046,1.2627,1.7756,1.7556,1.7575,0.1505,0.2754,3.4971,1.0699,0.7051,2.9468,1.2769,1.6835,0.1322,0.5149,2.5388,2.1763,1.0696,1.4556,2.0567,3.0645,2.7684,1.6236,1.7637,1.2836,1.6444
SLIT2,2.08,2.3392,5.6711,4.1205,0.8559,14.0787,12.508,14.8244,2.1988,12.8166,4.3484,4.3354,4.7705,15.0558,26.5549,2.0239,16.5355,11.0363,6.021,26.0001,2.1192,7.0919,7.5064,17.2373,4.124,5.2612,14.2974,2.0574,6.3781,8.4456,3.2637,1.6707,4.2616,1.3445,6.9168,12.5874,5.477,8.4236,2.6301,2.2238,5.8064,4.152,1.8166,1.7229,5.2087,2.994,2.48,70.2123,3.168,15.1607,9.4811,11.2869,10.4991,25.9719,8.8362,0.8763,38.264,8.1778,13.1635,0.5694,3.5699,0.922,9.9508,5.122,15.6088,46.9834,2.778,18.2223,3.2185,4.9284,5.0819,2.2191,3.9501,14.7206,2.9901,13.5329,7.4566,7.8549,5.5315,7.6016,4.0189,15.104,11.6898,3.5051,3.8286,11.0666,1.8926,6.4761,3.9867,8.5291,1.4531,6.5907,10.9622,3.1338,5.7609,13.3087,3.6475,6.7868,23.1104,1.2606,21.6862,5.336,3.655,3.578,7.637,2.4926,4.7132,0.7546,0.7504,5.4833,25.1444,4.3187,10.5203,4.753,25.6477,8.6804,14.7443,5.0473,7.4606,11.7378
SLIT3,5.0906,1.3781,6.0459,3.8081,0.3368,2.6465,1.856,25.2104,0.9606,9.6687,2.6327,1.8731,1.3417,14.4005,26.6165,1.352,13.8009,19.2001,9.9598,11.052,1.5591,4.1848,2.1623,20.5284,5.1441,5.7628,4.9626,2.3122,4.4157,8.4193,2.9767,0.5078,2.7516,1.8006,7.0627,16.5019,3.1335,2.1439,2.7296,1.7806,6.9611,1.8614,1.0734,1.2808,3.8288,0.6152,1.2935,48.684,4.0315,11.8257,4.0859,13.7656,14.5084,4.2856,11.4682,0.4512,33.253,4.8442,1.419,0.5658,2.4375,2.7242,3.2836,3.1647,8.7876,92.3052,2.4996,2.2163,1.3169,3.4828,3.7879,1.4434,4.7342,0.7417,2.1349,3.3123,5.6867,5.3643,3.04,7.5093,2.9312,16.7676,6.2575,2.7927,10.7838,11.0972,1.3925,8.2246,1.7874,1.3052,3.4417,2.1872,6.8964,2.9447,2.6889,4.8404,4.3176,3.8187,29.2637,0.8862,0.177,6.88,2.6796,13.0406,3.718,2.197,2.6676,1.1764,5.053,2.8664,19.1989,2.0172,1.3368,3.8679,22.6354,1.411,14.6141,5.4617,14.1839,6.7252
SLITRK1,1.8218,0.0583,0.0088,0.0,0.0,0.0,0.0,0.0135,0.0,0.0,0.0,0.0,0.0,0.009,0.0169,0.0,0.0102,0.0,0.0154,0.1347,0.0,0.0,0.0,0.0127,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0474,0.0,0.0,0.0521,0.0621,0.0171,0.0617,0.0,0.0,0.0135,0.0,0.0,0.0,0.0,0.0,0.0,0.0401,0.0,0.0,0.0074,0.0,0.0,0.2149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0086,0.0,0.0,0.0221,0.2258,0.0,0.0076,0.0174,0.0,0.1469,0.0,2.0416,6.7086,0.0518,0.0,0.0081,0.0,0.0,0.0091,0.0,0.0,0.0,0.0288,0.0,0.0,0.0204,0.0,0.0,0.1772,0.0,0.81,0.6491,0.0,0.0222,0.0,0.0864,0.0197,0.0,0.0,0.0,0.0107,0.0331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1267,0.0,0.0,0.0269,0.0159,0.0193,0.0,0.0141
SLITRK2,0.0,0.0646,0.0588,0.015,0.0,0.0622,0.0329,0.1619,0.0,0.0865,0.0191,0.0397,0.0096,0.0595,0.0823,0.0,0.0408,0.0261,0.1094,0.1195,0.0156,0.1276,0.019,0.3435,0.0146,0.0075,0.1435,0.005,0.1651,0.0499,0.0297,0.0981,0.0374,0.0,0.0231,0.0,0.228,0.0122,0.0216,0.0,0.0896,0.2773,0.0146,0.0179,0.0673,0.0364,0.0068,0.178,0.1033,0.0816,0.0429,0.0202,0.0259,0.8196,0.0381,0.1303,0.858,0.0053,0.0116,0.0083,0.0944,0.0,0.0186,2.9688,0.0098,6.7653,0.0191,0.2681,0.0346,0.0134,0.0283,0.125,0.0571,0.0275,0.0144,0.0347,0.0108,0.0269,0.0741,0.0604,0.0135,0.0909,0.0389,0.0213,0.0155,0.0662,0.0271,0.115,1.8299,0.0231,0.1306,0.0172,0.0411,0.0424,0.0098,0.0581,0.0064,0.0349,0.2972,0.0202,0.197,0.0381,0.1028,0.0058,0.0201,0.0857,0.0611,0.0,0.0042,0.0282,0.0528,0.0101,0.0195,0.0802,0.0,0.1014,1.3217,0.0086,0.0519,0.0656
SLITRK3,0.0658,0.4515,0.053,0.1353,0.0,0.0,0.0247,1.1346,0.0,0.1857,0.1506,0.0179,0.1087,1.8158,0.1011,0.0357,0.8266,0.3238,0.3236,1.0228,0.0,0.018,0.0429,0.1015,0.0329,0.101,0.1509,0.0225,0.0,0.0125,0.0,0.1421,0.2531,0.1698,0.0173,0.2895,0.0685,0.0548,0.0,0.0126,0.0673,0.0368,0.0825,0.0403,0.0289,0.0469,0.0,0.0241,0.0325,0.1838,0.0669,1.0306,0.0876,0.3006,0.1716,0.0,0.2057,0.1799,0.0131,23.5997,0.056,0.0,0.0314,0.0,0.0221,0.0831,0.0429,0.0755,0.104,0.0151,0.0638,0.0,0.0136,1.1793,0.0323,0.0261,0.0732,0.1618,0.1044,0.1725,0.0152,0.2503,0.07,0.0287,0.0175,0.0746,0.0,0.2319,0.017,0.0104,0.0118,1.023,0.0695,0.0,0.3993,0.0327,0.0719,0.2259,0.1116,0.0326,0.0,0.0429,0.0,0.0,0.3516,0.0,0.0826,0.1293,0.0,0.0381,0.4421,0.0341,0.033,0.01,0.3309,0.3764,0.2693,0.1929,0.0,0.1689
SLITRK4,0.1127,5.3634,0.1663,0.4376,0.0306,5.3686,0.7768,0.2622,0.0345,0.4029,0.2089,0.0307,0.0558,0.3524,1.0485,0.1019,2.6859,0.5322,0.8621,0.5839,0.301,0.0923,1.0767,0.0797,0.1503,0.3027,0.2215,0.0193,0.0395,0.4492,0.1338,0.8565,0.2408,0.4325,0.0792,0.1594,0.4889,0.3793,0.2595,0.1296,0.4227,2.7808,0.2826,0.0329,0.0412,0.2342,0.139,0.0641,0.1267,2.3087,0.8362,0.7758,0.1333,2.2557,0.2869,0.0882,0.227,0.1643,0.187,0.3411,1.3616,0.0733,0.5204,0.14,0.5037,3.4636,0.9316,0.3967,0.1336,0.1633,0.2441,0.0643,0.1973,0.1536,0.2585,2.0972,0.0929,0.4772,2.3122,0.3835,0.139,0.4676,0.7597,0.1094,0.7694,0.2556,0.0698,0.9192,0.4553,0.684,0.0538,0.2366,0.1455,1.3631,0.1773,0.1027,0.1807,0.1121,0.1983,0.026,0.2467,0.0858,0.3843,0.1185,0.6345,1.9283,0.2202,0.1384,0.0215,0.1669,0.6892,0.2142,0.1571,0.3208,0.4197,0.5679,0.1085,0.2203,0.3073,0.3054
SMARCA4,2.052,27.936,65.4587,26.8003,7.4561,35.0247,15.2105,30.5936,60.0932,31.7417,45.2595,11.7042,54.6421,24.4621,42.185,16.8332,15.2632,55.1125,30.1744,20.8254,28.311,32.4757,55.3477,43.3084,76.1378,25.5641,35.9994,16.3049,22.9929,29.2543,41.6786,7.7597,46.7621,31.0339,21.6573,34.938,11.1368,14.3269,15.9133,30.6236,37.5026,36.7386,19.0209,6.7713,21.354,32.0713,53.0901,35.3266,21.2924,32.7606,27.5583,44.7223,41.0422,20.6542,47.2531,37.3356,31.9737,22.3906,59.4152,9.0985,22.7616,55.713,5.5218,75.2114,43.3426,27.7699,77.0637,40.5863,26.902,51.4071,30.2318,32.6061,72.7553,47.9683,37.1539,31.3892,32.5669,23.727,15.0423,44.0498,21.6963,22.3746,35.1961,37.6811,7.5518,31.1944,14.0576,44.7567,69.2662,35.1269,59.348,29.0096,38.0882,40.3917,29.7555,64.8444,40.8608,36.2278,23.183,9.3565,89.5,54.6069,16.5975,10.2426,15.9165,29.9703,27.3881,6.0357,25.602,17.4192,30.7075,29.3547,15.9004,15.5538,39.5904,11.5682,85.481,35.1838,8.8285,63.0617
SNTG1,0.0109,0.0,0.0044,0.0,0.0067,0.0,0.0,0.0,0.0,0.0046,0.0,0.0,0.0,0.0223,0.0084,0.0,0.0102,0.0098,0.0077,0.0,0.0,0.0,0.0,0.0,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0157,0.021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0067,0.0091,0.0,0.0,0.0036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5342,1.7195,0.0077,0.0068,0.0,0.0261,0.0,0.0056,0.0,0.0,0.0,0.0,0.0295,0.0107,0.0038,0.0129,0.0,0.0032,0.0467,0.0,0.1029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0101,0.0339,0.0507,0.0,0.0059,0.0064,0.0,0.0,0.0,0.0081,0.0,0.0,0.0,0.0065,0.4765,0.0,0.0,0.0,0.0113,0.0,0.0,0.0,0.0,0.0,0.0085,0.0057,0.0,0.0,0.0,0.0,0.0394,0.0,0.0,0.0035
SORCS1,0.0,17.1229,0.028,0.0656,0.0071,0.1113,0.0,0.4075,0.0,0.0836,0.0797,0.0095,0.0,0.3219,0.0357,0.0094,0.054,0.0571,0.0163,0.1425,0.0651,0.0761,0.0,1.511,1.0276,0.1069,0.0,0.0119,0.0824,0.1719,0.0089,0.0,0.1563,0.0346,0.0826,0.2408,0.0363,0.0,0.0172,0.1802,0.0071,0.0389,0.3668,0.0122,0.0306,0.1613,0.0081,0.0297,0.0401,0.0139,0.0236,0.14,0.0876,0.5228,0.1168,0.0,0.1742,0.1206,0.1457,0.0,0.0296,0.0,0.0111,0.0826,0.0233,0.2262,0.017,0.04,0.0229,0.0398,0.0236,0.0,0.0251,0.011,0.0171,0.0414,0.1076,0.0892,0.011,0.2595,0.0403,0.2047,0.0927,0.0355,1.1951,0.0,0.0,0.0144,0.2066,0.0221,0.0,0.048,0.0245,0.0144,0.0,0.0173,0.0076,0.0988,0.1379,0.0103,0.272,0.0455,0.0,0.0343,0.096,0.0204,0.0437,0.0171,0.02,0.0202,30.781,0.0,0.0525,0.2178,0.107,0.0213,0.1342,0.0715,0.0,0.0857
SORCS3,0.0,0.0,0.0,0.0,0.0,0.011,0.0,0.0128,0.0,0.0614,0.0,0.0,0.0103,0.0592,0.0159,0.0,0.3568,0.0556,0.4367,0.0509,0.0,0.0,0.0,0.0,0.0311,0.5088,0.1629,0.0,0.0082,0.0472,0.0,0.0,0.1196,0.0864,0.1802,0.0195,0.0,0.0582,0.0,0.0,0.0,0.0,0.0,0.0054,0.1364,0.0,0.0,0.0076,0.0051,0.0744,0.0913,0.2844,0.0827,0.3246,0.0116,0.0,0.013,0.0113,0.0124,0.0,0.0106,0.0162,0.0,0.0,0.521,0.0224,0.0101,0.0,0.0082,0.0,0.0241,0.0,0.0704,0.0391,0.0061,0.0,0.0,0.0318,0.0592,0.0,0.0,0.0,0.0331,0.0,0.0827,0.0,0.0,0.0,0.0,0.0098,0.0,0.0061,0.0,1.7144,0.0629,0.0232,0.1223,0.0,0.0117,0.1477,0.011,0.0101,0.0,0.0,0.075,0.0182,0.0,0.0,0.0,0.024,0.0,0.0107,0.0,0.0379,0.0,0.0,0.0449,0.0,0.0221,0.02
SPATA31A1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1099,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SPATA31D1,0.0,0.0,0.0,0.0,0.0,0.012,0.0,0.0,0.0,0.0,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.013,0.8753,0.0,0.0,0.0,0.0,0.0256,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5273,0.0,0.0,0.0,0.0,0.0,0.0,0.0115,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0174,0.0,0.0241,0.2451,0.0119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0072
SPEF2,0.5518,2.2845,2.0828,1.3003,1.0248,1.6414,1.6733,18.2642,0.2699,2.7342,7.9253,0.3453,1.9072,4.5947,1.3269,0.4432,0.8804,2.5524,1.2587,16.3591,0.9764,3.0011,0.2451,1.6873,1.6988,1.1274,0.9789,0.7146,2.092,1.057,6.0132,0.3303,2.674,0.8835,2.2949,2.0471,0.75,1.1167,0.9707,1.0344,0.5807,0.6787,3.0034,0.681,0.6369,1.0533,0.7309,2.254,0.9322,1.3944,4.3559,2.7804,1.3514,3.2418,0.8129,0.8079,4.0861,6.399,2.5991,1.2995,1.9722,0.8392,0.8525,2.2297,0.8865,1.7574,2.0171,0.4097,1.527,8.9083,0.1335,0.7853,0.4341,2.2716,1.6783,0.2299,0.8557,1.2865,1.5826,1.6613,1.5669,2.6802,0.4234,1.7806,0.6978,0.8535,0.539,3.3126,2.3566,0.8647,0.477,1.5085,0.2914,1.6049,0.4059,1.0071,1.4292,1.9513,1.5928,0.7324,2.3931,1.2594,1.0457,0.6907,0.5818,0.3153,3.4298,0.8078,1.3526,2.1271,3.4116,2.0733,0.1205,1.0361,1.2913,2.618,3.7117,1.4247,0.2141,1.1869
